,job_title,job_category,experience_level,years_of_experience,education_required,annual_salary_usd,salary_min_usd,salary_max_usd,city,country,remote_work,company_size,industry,required_skills,ai_salary_premium_pct,demand_score,demand_growth_yoy_pct,benefits_score_10,posting_year,posting_month,posting_month_name,is_senior,is_remote_friendly,is_llm_role,salary_tier,python_skill,cpp_skill,sql_skill,data_analysis_skill,cybersecurity_skill,statistics_skill,math_skill,nlp_skill,cv_skill,deep_learning_skill,ros_skill,cuda_skill,research_skill,comm_skill,leadership_skill
71,NLP Engineer,AI Engineering,Senior (6-9 yrs),4,Master's,167000.0,145000,290000,Sydney,Australia,On-site,Startup (1-50),Energy,Transformers|Text Processing|Python|Hugging Face|BERT|Linux|Research|Leadership,3.6,91,33.7,9.2,2026,3,March,Yes,No,No,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
72,RAG Engineer,AI Engineering,Entry (0-2 yrs),2,PhD,157000.0,145000,280000,Dubai,UAE,Hybrid,Enterprise (5000+),Education,Vector DBs|Embeddings|Search Systems|Git,3.1,94,52.6,6.9,2025,7,July,No,Yes,Yes,Upper-Mid ($150-200k),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
73,AI Engineer,AI Engineering,Mid (3-5 yrs),7,Associate's,100000.0,100000,250000,Beijing,China,Hybrid,Mid-size (501-5000),Manufacturing,Python|Cloud (AWS/GCP/Azure)|Docker|PyTorch|LLM Integration|SQL|Cloud,8.2,95,72.6,7.3,2026,3,March,No,Yes,No,Entry (<$100k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
74,Data Scientist,Data Science,Mid (3-5 yrs),4,Bachelor's,138000.0,138000,195000,Bangalore,India,Fully Remote,Mid-size (501-5000),Finance,ML Algorithms|Scikit-learn|Data Visualization|SQL|Linux,9.6,92,17.7,6.8,2026,1,January,No,Yes,No,Mid ($100-150k),No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
75,AI Product Manager,Product,Lead (10+ yrs),4,Associate's,258000.0,140000,260000,Paris,France,Fully Remote,Big Tech (FAANG+),Government,AI Literacy|Stakeholder Mgmt|Data Analysis|Product Strategy|Agile|Git|Statistics,15.4,85,27.4,7.5,2026,2,February,Yes,Yes,No,Senior ($200-300k),No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
76,AI Infrastructure Eng,Infrastructure,Senior (6-9 yrs),3,Bachelor's,248000.0,140000,270000,Remote,Global,Hybrid,Mid-size (501-5000),Education,Storage|Kubernetes|CUDA|Networking|Cloud|Distributed Systems|Agile|Problem Solving,12.3,85,22.2,7.3,2025,6,June,Yes,Yes,No,Senior ($200-300k),No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
77,RAG Engineer,AI Engineering,Entry (0-2 yrs),5,Bachelor's,145000.0,145000,280000,Amsterdam,Netherlands,On-site,Mid-size (501-5000),Finance,Search Systems|Vector DBs|Python|Embeddings|LangChain|Linux,7.5,94,41.4,9.6,2025,3,March,No,No,Yes,Mid ($100-150k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
78,Multimodal AI Engineer,AI Engineering,Senior (6-9 yrs),7,Bootcamp/Self-taught,244000.0,160000,300000,Zurich,Switzerland,On-site,Mid-size (501-5000),Finance,Fine-tuning|PyTorch|Vision-Language Models|Agile|Communication,9.9,90,17.9,9.5,2025,5,May,Yes,No,No,Senior ($200-300k),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
79,AI Infrastructure Eng,Infrastructure,Senior (6-9 yrs),4,Bootcamp/Self-taught,167000.0,140000,270000,Zurich,Switzerland,Hybrid,SME (51-500),Consulting,Distributed Systems|Kubernetes|Networking|Statistics,8.6,85,18.6,9.4,2026,3,March,Yes,Yes,No,Upper-Mid ($150-200k),No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
80,AI Infrastructure Eng,Infrastructure,Mid (3-5 yrs),9,Bachelor's,196000.0,140000,270000,Chicago,USA,On-site,Mid-size (501-5000),Media,Kubernetes|Distributed Systems|Cloud|Networking|Problem Solving|Statistics|Research,16.8,85,6.6,7.5,2026,2,February,No,No,No,Upper-Mid ($150-200k),No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
81,AI Security Engineer,Security,Entry (0-2 yrs),4,Master's,146000.0,140000,260000,Amsterdam,Netherlands,Fully Remote,Enterprise (5000+),Media,Red Teaming|Python|Cybersecurity|Risk Analysis|Cloud,8.6,80,8.1,6.6,2025,6,June,No,Yes,No,Mid ($100-150k),Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
82,AI Infrastructure Eng,Infrastructure,Senior (6-9 yrs),8,Bachelor's,179000.0,140000,270000,London,UK,Hybrid,Mid-size (501-5000),Consulting,Kubernetes|CUDA|Cloud|Storage|Distributed Systems|Problem Solving|Linux|Leadership,17.0,85,13.4,9.5,2025,1,January,Yes,Yes,No,Upper-Mid ($150-200k),No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
83,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),11,Master's,374400.0,180000,312000,New York,USA,Hybrid,Big Tech (FAANG+),Consulting,MLOps|LLM Fine-tuning|System Design|Agile|Research|Communication,12.5,96,65.3,6.6,2026,2,February,Yes,Yes,No,Elite (>$300k),No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
84,Deep Learning Engineer,AI Engineering,Mid (3-5 yrs),8,PhD,253000.0,141000,270000,Toronto,Canada,Hybrid,Big Tech (FAANG+),Finance,Neural Networks|PyTorch|TensorFlow|CUDA|Python|Communication|Research,4.7,89,7.4,7.1,2025,10,October,No,Yes,No,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
85,Prompt Engineer,AI Engineering,Senior (6-9 yrs),2,Associate's,121000.0,90000,200000,London,UK,Fully Remote,SME (51-500),Finance,NLP|Testing|Documentation|LLM APIs|Research|SQL,6.5,82,29.2,6.8,2025,1,January,Yes,Yes,Yes,Mid ($100-150k),No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No
86,MLOps Engineer,ML Operations,Lead (10+ yrs),9,PhD,312000.0,130000,260000,Remote,Global,Hybrid,Big Tech (FAANG+),Technology,CI/CD|Kubernetes|Docker|Statistics|Cloud|Problem Solving,13.7,93,29.2,8.1,2025,9,September,Yes,Yes,No,Elite (>$300k),No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
87,AI Solutions Architect,Architecture,Entry (0-2 yrs),12,Master's,180000.0,180000,320000,Tokyo,Japan,On-site,Mid-size (501-5000),Technology,ML|Leadership|Enterprise Architecture|System Design|Python|Leadership|Cloud|SQL,15.1,84,25.1,8.0,2025,9,September,No,No,No,Upper-Mid ($150-200k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
88,Senior Data Scientist,Data Science,Senior (6-9 yrs),9,Master's,244000.0,157000,218000,Toronto,Canada,Hybrid,Big Tech (FAANG+),Manufacturing,Deep Learning|Leadership|ML|Causal Inference|Advanced Statistics|SQL|Statistics,9.9,90,19.6,9.0,2026,3,March,Yes,Yes,No,Senior ($200-300k),No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes
89,AI Agent Developer,AI Engineering,Lead (10+ yrs),6,PhD,348000.0,155000,290000,San Francisco,USA,On-site,Big Tech (FAANG+),Consulting,APIs|Python|Tool Use|Planning Systems|Problem Solving|Cloud|Linux,13.7,96,66.1,6.7,2026,2,February,Yes,No,Yes,Elite (>$300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
90,Senior Data Scientist,Data Science,Lead (10+ yrs),12,Associate's,183000.0,157000,218000,Amsterdam,Netherlands,Fully Remote,SME (51-500),Manufacturing,Leadership|Advanced Statistics|Deep Learning|Statistics|Research|Cloud,6.2,90,18.3,8.1,2026,3,March,Yes,Yes,No,Upper-Mid ($150-200k),No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes
91,Multimodal AI Engineer,AI Engineering,Lead (10+ yrs),5,Master's,360000.0,160000,300000,Berlin,Germany,Hybrid,Big Tech (FAANG+),Manufacturing,PyTorch|Vision-Language Models|APIs|Fine-tuning|Python|Research|Statistics|Problem Solving,17.3,90,23.0,7.1,2026,3,March,Yes,Yes,No,Elite (>$300k),Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
92,LLM Engineer,AI Engineering,Mid (3-5 yrs),7,PhD,181000.0,160000,300000,Sydney,Australia,Hybrid,Mid-size (501-5000),Media,Fine-tuning|RAG|Vector DBs|Research|Communication|Leadership,6.9,98,34.8,6.4,2026,1,January,No,Yes,Yes,Upper-Mid ($150-200k),No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
93,NLP Engineer,AI Engineering,Mid (3-5 yrs),9,Master's,295000.0,145000,290000,New York,USA,Hybrid,Big Tech (FAANG+),Healthcare,Text Processing|LLMs|Python|BERT|Hugging Face|Leadership,9.5,91,79.1,7.8,2025,5,May,No,Yes,No,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
94,AI Product Manager,Product,Entry (0-2 yrs),9,Associate's,140000.0,140000,260000,Paris,France,Fully Remote,Startup (1-50),Research,Product Strategy|AI Literacy|Agile|Data Analysis|Stakeholder Mgmt|Research|Linux,17.3,85,26.9,6.0,2026,1,January,No,Yes,No,Mid ($100-150k),No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
95,AI Product Manager,Product,Lead (10+ yrs),7,Master's,281000.0,140000,260000,Paris,France,Fully Remote,Enterprise (5000+),Technology,AI Literacy|Product Strategy|Data Analysis|Agile|Research|Agile|Linux,15.9,85,19.2,8.9,2025,11,November,Yes,Yes,No,Senior ($200-300k),No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
96,LLM Engineer,AI Engineering,Senior (6-9 yrs),2,Bachelor's,283000.0,160000,300000,Amsterdam,Netherlands,On-site,Big Tech (FAANG+),Government,LLM APIs|RAG|Fine-tuning|Python|Agile,8.3,98,84.6,7.1,2026,1,January,Yes,No,Yes,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
97,Computer Vision Engineer,AI Engineering,Entry (0-2 yrs),5,Bachelor's,145000.0,145000,280000,Singapore,Singapore,Fully Remote,SME (51-500),Automotive,CUDA|Image Processing|PyTorch|CNNs|Python|OpenCV|Problem Solving|Communication,6.3,87,16.4,9.8,2025,12,December,No,Yes,No,Mid ($100-150k),Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
98,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),4,Master's,252000.0,125000,240000,Remote,Global,Hybrid,Big Tech (FAANG+),Healthcare,Control Systems|C++|ROS|Simulation|Computer Vision|Python|Leadership|Communication|Linux,13.2,76,7.9,6.8,2026,1,January,No,Yes,No,Senior ($200-300k),Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes
99,AI Security Engineer,Security,Lead (10+ yrs),10,Master's,233000.0,140000,260000,Zurich,Switzerland,On-site,Startup (1-50),Research,Cybersecurity|Red Teaming|Python|ML Security|Risk Analysis|Agile|SQL,8.7,80,15.6,8.7,2026,1,January,Yes,No,No,Senior ($200-300k),Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
100,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),7,Bootcamp/Self-taught,214000.0,180000,312000,Remote,Global,On-site,Startup (1-50),Finance,System Design|MLOps|LLM Fine-tuning|PyTorch|Distributed Systems|Python|Leadership|Linux|Statistics,13.4,96,53.6,8.8,2025,1,January,Yes,No,No,Senior ($200-300k),Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
101,AI Compliance Manager,Governance,Lead (10+ yrs),9,Associate's,240000.0,100000,200000,San Francisco,USA,Fully Remote,Mid-size (501-5000),Automotive,Risk Management|Legal Knowledge|Auditing|Agile,15.3,68,7.8,9.1,2026,1,January,Yes,Yes,No,Senior ($200-300k),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
102,NLP Engineer,AI Engineering,Entry (0-2 yrs),3,Associate's,145000.0,145000,290000,Los Angeles,USA,Fully Remote,Startup (1-50),Automotive,Text Processing|Python|LLMs|Transformers|Leadership,8.4,91,25.2,9.8,2025,12,December,No,Yes,No,Mid ($100-150k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
103,AI Business Analyst,Business,Senior (6-9 yrs),3,Master's,177000.0,95000,180000,Toronto,Canada,Fully Remote,Big Tech (FAANG+),Energy,Communication|Python|Data Visualization|Business Analysis|SQL|Leadership,17.1,78,20.6,7.6,2026,2,February,Yes,Yes,No,Upper-Mid ($150-200k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes
104,AI Agent Developer,AI Engineering,Senior (6-9 yrs),4,Bootcamp/Self-taught,261000.0,155000,290000,Sydney,Australia,Hybrid,Big Tech (FAANG+),Media,LangChain|Planning Systems|Tool Use|Python|AutoGen|APIs|Linux|Research|SQL,12.2,96,53.7,7.5,2025,6,June,Yes,Yes,Yes,Senior ($200-300k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
105,AI Agent Developer,AI Engineering,Senior (6-9 yrs),3,Bachelor's,323000.0,155000,290000,Seattle,USA,Fully Remote,Enterprise (5000+),Energy,AutoGen|Tool Use|Python|Communication,13.6,96,50.0,9.3,2025,1,January,Yes,Yes,Yes,Elite (>$300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
106,Deep Learning Engineer,AI Engineering,Lead (10+ yrs),6,Master's,298000.0,141000,270000,Los Angeles,USA,Hybrid,Startup (1-50),Manufacturing,PyTorch|GPU Computing|TensorFlow|CUDA|Neural Networks|Python|Statistics|Agile|Leadership,6.5,89,7.5,9.7,2026,2,February,Yes,Yes,No,Senior ($200-300k),Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes
107,Deep Learning Engineer,AI Engineering,Lead (10+ yrs),6,Bachelor's,253000.0,141000,270000,Singapore,Singapore,On-site,Mid-size (501-5000),Manufacturing,Python|TensorFlow|Neural Networks|PyTorch|Communication,7.0,89,11.1,8.1,2026,2,February,Yes,No,No,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
108,Computer Vision Engineer,AI Engineering,Lead (10+ yrs),8,Master's,336000.0,145000,280000,Remote,Global,Fully Remote,Enterprise (5000+),Finance,OpenCV|Image Processing|CNNs|Python|SQL|Leadership|Problem Solving,7.7,87,24.1,7.6,2026,1,January,Yes,Yes,No,Elite (>$300k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
109,Senior ML Engineer,AI Engineering,Mid (3-5 yrs),5,Associate's,180000.0,180000,312000,Austin,USA,Hybrid,Startup (1-50),Research,Distributed Systems|MLOps|Python|LLM Fine-tuning|PyTorch|System Design|Leadership,17.8,96,16.3,9.1,2026,1,January,No,Yes,No,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
110,Data Scientist,Data Science,Mid (3-5 yrs),6,Master's,217000.0,138000,195000,Boston,USA,On-site,Big Tech (FAANG+),Research,SQL|ML Algorithms|Scikit-learn|Python|Statistics|Research|Communication,7.8,92,76.9,8.5,2026,1,January,No,No,No,Senior ($200-300k),Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No
111,Senior ML Engineer,AI Engineering,Lead (10+ yrs),5,Associate's,281000.0,180000,312000,Sydney,Australia,Fully Remote,Enterprise (5000+),Media,Python|MLOps|LLM Fine-tuning|System Design|Problem Solving|Git,10.3,96,80.8,8.6,2026,2,February,Yes,Yes,No,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
112,ML Engineer,AI Engineering,Entry (0-2 yrs),8,Master's,187000.0,120000,280000,Seattle,USA,Hybrid,Mid-size (501-5000),Healthcare,PyTorch|Kubernetes|SQL|Cloud|Git|Agile,13.7,97,77.0,8.6,2026,2,February,No,Yes,No,Upper-Mid ($150-200k),No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
113,AI Compliance Manager,Governance,Senior (6-9 yrs),6,Bachelor's,137000.0,100000,200000,Austin,USA,Hybrid,Startup (1-50),Education,Documentation|Legal Knowledge|Risk Management|Agile,11.6,68,28.5,7.6,2026,3,March,Yes,Yes,No,Mid ($100-150k),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
114,LLM Engineer,AI Engineering,Senior (6-9 yrs),2,Master's,360000.0,160000,300000,Seattle,USA,On-site,Big Tech (FAANG+),Finance,LLM APIs|RAG|Vector DBs|Fine-tuning|Prompt Engineering|Statistics|Git,5.2,98,41.3,7.0,2025,3,March,Yes,No,Yes,Elite (>$300k),No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
115,Prompt Engineer,AI Engineering,Lead (10+ yrs),3,Bachelor's,231000.0,90000,200000,Zurich,Switzerland,Hybrid,Big Tech (FAANG+),Government,Testing|Documentation|Python|SQL|Agile,3.6,82,27.5,9.4,2026,3,March,Yes,Yes,Yes,Senior ($200-300k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
116,AI Security Engineer,Security,Mid (3-5 yrs),7,Master's,192000.0,140000,260000,Chicago,USA,Fully Remote,Enterprise (5000+),Education,ML Security|Cybersecurity|Red Teaming|Risk Analysis|Cloud|Agile,11.6,80,28.6,8.7,2026,3,March,No,Yes,No,Upper-Mid ($150-200k),No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
117,Deep Learning Engineer,AI Engineering,Mid (3-5 yrs),9,PhD,150000.0,141000,270000,Zurich,Switzerland,Hybrid,Startup (1-50),Retail,GPU Computing|Neural Networks|TensorFlow|PyTorch|CUDA|Problem Solving|Linux,9.6,89,10.0,7.2,2026,2,February,No,Yes,No,Mid ($100-150k),No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
118,MLOps Engineer,ML Operations,Mid (3-5 yrs),9,PhD,270000.0,130000,260000,Remote,Global,On-site,Big Tech (FAANG+),Research,Docker|Python|MLflow|Kubernetes|Cloud|Monitoring|Leadership|SQL|Research,16.0,93,75.7,6.3,2026,2,February,No,No,No,Senior ($200-300k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes
119,Multimodal AI Engineer,AI Engineering,Senior (6-9 yrs),4,Master's,257000.0,160000,300000,Remote,Global,On-site,SME (51-500),Media,APIs|Fine-tuning|Python|Vision-Language Models|PyTorch|Cloud|Leadership|Problem Solving,17.7,90,22.5,9.1,2026,1,January,Yes,No,No,Senior ($200-300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
120,Data Scientist,Data Science,Mid (3-5 yrs),7,Associate's,138000.0,138000,195000,London,UK,Hybrid,Mid-size (501-5000),Research,SQL|Scikit-learn|Python|Data Visualization|ML Algorithms|Statistics|Leadership,7.1,92,57.0,7.7,2025,11,November,No,Yes,No,Mid ($100-150k),Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes
121,AI Business Analyst,Business,Senior (6-9 yrs),4,Bachelor's,125000.0,95000,180000,Dubai,UAE,Fully Remote,SME (51-500),Education,SQL|Communication|Business Analysis|Data Visualization|Agile|Statistics,13.2,78,13.7,6.4,2026,2,February,Yes,Yes,No,Mid ($100-150k),No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No
122,AI Product Manager,Product,Entry (0-2 yrs),6,Bachelor's,140000.0,140000,260000,Seattle,USA,On-site,Mid-size (501-5000),Education,Product Strategy|AI Literacy|Stakeholder Mgmt|Data Analysis|Agile|Linux|Statistics|Cloud,12.1,85,9.6,8.4,2026,1,January,No,No,No,Mid ($100-150k),No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
123,Generative AI Engineer,AI Engineering,Lead (10+ yrs),2,Associate's,150000.0,150000,295000,Beijing,China,Hybrid,SME (51-500),Healthcare,GenAI APIs|Fine-tuning|Python|LLMs|Leadership,10.0,95,23.3,8.5,2026,3,March,Yes,Yes,Yes,Mid ($100-150k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
124,AI Product Manager,Product,Lead (10+ yrs),6,Associate's,140000.0,140000,260000,Beijing,China,On-site,Enterprise (5000+),Manufacturing,Data Analysis|AI Literacy|Stakeholder Mgmt|Agile|Problem Solving|Git|Linux,11.1,85,9.6,8.6,2026,2,February,Yes,No,No,Mid ($100-150k),No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
125,RAG Engineer,AI Engineering,Lead (10+ yrs),7,Bootcamp/Self-taught,336000.0,145000,280000,Austin,USA,Fully Remote,Big Tech (FAANG+),Manufacturing,Search Systems|Vector DBs|Embeddings|LangChain|Linux,7.3,94,78.2,9.6,2026,1,January,Yes,Yes,Yes,Elite (>$300k),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
126,LLM Engineer,AI Engineering,Lead (10+ yrs),5,Bootcamp/Self-taught,327000.0,160000,300000,Tokyo,Japan,Hybrid,Big Tech (FAANG+),Automotive,RAG|LLM APIs|Python|Fine-tuning|Vector DBs|Prompt Engineering|SQL|Agile,4.2,98,48.4,8.8,2026,3,March,Yes,Yes,Yes,Elite (>$300k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
127,AI Security Engineer,Security,Entry (0-2 yrs),8,PhD,248000.0,140000,260000,Boston,USA,Fully Remote,Big Tech (FAANG+),Retail,Cybersecurity|Red Teaming|Python|Risk Analysis|ML Security|Communication,8.3,80,11.6,9.3,2025,2,February,No,Yes,No,Senior ($200-300k),Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
128,AI Compliance Manager,Governance,Senior (6-9 yrs),5,Associate's,121000.0,100000,200000,London,UK,Fully Remote,SME (51-500),Manufacturing,Risk Management|Auditing|EU AI Act|Documentation|Legal Knowledge|Agile|Leadership|Linux,10.9,68,19.3,9.6,2026,3,March,Yes,Yes,No,Mid ($100-150k),No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
129,Data Scientist,Data Science,Entry (0-2 yrs),3,PhD,168000.0,138000,195000,Austin,USA,Hybrid,Enterprise (5000+),Energy,Statistics|ML Algorithms|SQL|Python|Cloud|Research|Linux,7.4,92,42.4,6.3,2026,1,January,No,Yes,No,Upper-Mid ($150-200k),Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No
130,LLM Engineer,AI Engineering,Senior (6-9 yrs),4,Bootcamp/Self-taught,232000.0,160000,300000,Dubai,UAE,Fully Remote,Mid-size (501-5000),Automotive,Vector DBs|Python|RAG|Statistics|Git|Cloud,8.8,98,51.1,7.2,2025,9,September,Yes,Yes,Yes,Senior ($200-300k),Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
131,AI Business Analyst,Business,Lead (10+ yrs),8,PhD,216000.0,95000,180000,Austin,USA,Hybrid,Big Tech (FAANG+),Healthcare,SQL|Communication|Business Analysis|SQL|Git,8.0,78,29.0,6.8,2026,1,January,Yes,Yes,No,Senior ($200-300k),No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
132,AI Agent Developer,AI Engineering,Senior (6-9 yrs),4,Bachelor's,193000.0,155000,290000,Paris,France,Hybrid,SME (51-500),Government,AutoGen|LangChain|Python|Agile|Communication,15.0,96,15.1,7.8,2025,4,April,Yes,Yes,Yes,Upper-Mid ($150-200k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
133,AI Security Engineer,Security,Entry (0-2 yrs),9,PhD,140000.0,140000,260000,Zurich,Switzerland,Hybrid,Startup (1-50),Finance,ML Security|Red Teaming|Cybersecurity|Python|Risk Analysis|Git,16.8,80,8.4,8.9,2026,1,January,No,Yes,No,Mid ($100-150k),Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
134,AI Agent Developer,AI Engineering,Entry (0-2 yrs),5,Associate's,155000.0,155000,290000,Austin,USA,On-site,Startup (1-50),Finance,APIs|LangChain|Planning Systems|Tool Use|AutoGen|Git,9.2,96,68.3,7.3,2026,1,January,No,No,Yes,Upper-Mid ($150-200k),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
135,NLP Engineer,AI Engineering,Mid (3-5 yrs),7,Associate's,145000.0,145000,290000,Berlin,Germany,Hybrid,Startup (1-50),Research,Text Processing|BERT|Transformers|Problem Solving|Leadership|Communication,7.5,91,72.2,9.0,2025,7,July,No,Yes,No,Mid ($100-150k),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
136,Data Scientist,Data Science,Entry (0-2 yrs),2,Associate's,138000.0,138000,195000,London,UK,Fully Remote,Enterprise (5000+),Education,SQL|Statistics|Scikit-learn|ML Algorithms|Data Visualization|Leadership|Linux,8.4,92,16.2,6.3,2025,1,January,No,Yes,No,Mid ($100-150k),No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes
137,ML Engineer,AI Engineering,Senior (6-9 yrs),9,Associate's,241000.0,120000,280000,Sydney,Australia,Fully Remote,Big Tech (FAANG+),Automotive,Python|Kubernetes|PyTorch|MLOps|SQL|TensorFlow|Leadership,9.6,97,38.9,8.2,2026,3,March,Yes,Yes,No,Senior ($200-300k),Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
138,Multimodal AI Engineer,AI Engineering,Lead (10+ yrs),3,Master's,354000.0,160000,300000,Seattle,USA,Fully Remote,Mid-size (501-5000),Technology,Python|APIs|PyTorch|Fine-tuning|Linux|Git,15.0,90,9.1,9.6,2026,3,March,Yes,Yes,No,Elite (>$300k),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
139,Computer Vision Engineer,AI Engineering,Mid (3-5 yrs),4,PhD,219000.0,145000,280000,Chicago,USA,Hybrid,Mid-size (501-5000),Education,PyTorch|CNNs|CUDA|Git|Agile|Problem Solving,5.5,87,17.5,8.2,2025,5,May,No,Yes,No,Senior ($200-300k),No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
140,AI Compliance Manager,Governance,Entry (0-2 yrs),3,Master's,176000.0,100000,200000,Boston,USA,On-site,Big Tech (FAANG+),Healthcare,EU AI Act|Risk Management|Auditing|Statistics|Cloud,17.6,68,5.9,9.1,2026,3,March,No,No,No,Upper-Mid ($150-200k),No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
141,Prompt Engineer,AI Engineering,Mid (3-5 yrs),3,Bootcamp/Self-taught,112000.0,90000,200000,London,UK,Fully Remote,Mid-size (501-5000),Media,Prompt Design|Testing|Python|Documentation|NLP|Communication,9.7,82,6.7,7.8,2025,5,May,No,Yes,Yes,Mid ($100-150k),Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No
142,AI Product Manager,Product,Lead (10+ yrs),6,Bachelor's,312000.0,140000,260000,Seattle,USA,On-site,Big Tech (FAANG+),Automotive,Stakeholder Mgmt|AI Literacy|Agile|Data Analysis|Product Strategy|Leadership,17.3,85,5.6,8.1,2026,3,March,Yes,No,No,Elite (>$300k),No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
